Sr. No.,Work category,Work ID,State,IDA,Hon'ble Members of Parliament,Constituency,Work description,Recommended date,Sanction Date,Sanction Amount ( ₹ ),Work Status,Sanction Amount,clean_id,total_disbursed,expenditure_records,vendor_count,completed_disbursed,completion_date,completed,effective_disbursed,spending_percentage,recommendation_delay_days,completion_duration_days,cost_vs_category,cost_vs_state,amount_per_payment,description_clean,duplicate_description_count,max_vendor_project_count,status_text,incomplete,physical_inspection,partially_completed,anomaly,anomaly_score,AI Risk,AI Reasons
4232,Normal/Others,WS/MP18219/2025-2026/143775-Construction of common work sheds/ common covered sitting area,Uttar Pradesh,MAHOBA(DISTRICT MAGISTRAE MAHOBA_IDA),AJENDRA SINGH LODHI,HAMIRPUR_UP,gaurahari me charkhari tigela par stainless steel (fabricated) yatri shed,2024-11-19,2025-06-10,700000.0,Vendor Identification,700000.0,WS/MP18219/2025-2026/143775,416318.0,1.0,1.0,0.0,,0,416318.0,59.474000000000004,203.0,0.0,2.3333333333333335,2.9631636428287207,416318.0,gaurahari me charkhari tigela par stainless steel fabricated yatri shed,1.0,42,vendor identification,1,0,0,-1,-0.1393200352451034,REVIEW,Sanction amount is significantly above category average; Unusually long recommendation-to-sanction delay; Vendor is associated with a large number of projects
4074,Normal/Others,WS/MP18219/2025-2026/143342-Construction of common work sheds/ common covered sitting area,Uttar Pradesh,MAHOBA(DISTRICT MAGISTRAE MAHOBA_IDA),AJENDRA SINGH LODHI,HAMIRPUR_UP,charkhari me gorhari road par stainless steel (febricated) yatri shed,2024-11-19,2025-06-10,700000.0,Vendor Identification,700000.0,WS/MP18219/2025-2026/143342,416318.0,1.0,1.0,0.0,,0,416318.0,59.474000000000004,203.0,0.0,2.3333333333333335,2.9631636428287207,416318.0,charkhari me gorhari road par stainless steel febricated yatri shed,1.0,42,vendor identification,1,0,0,-1,-0.1393200352451034,REVIEW,Sanction amount is significantly above category average; Unusually long recommendation-to-sanction delay; Vendor is associated with a large number of projects
4230,Normal/Others,WS/MP18219/2025-2026/143773-Construction of common work sheds/ common covered sitting area,Uttar Pradesh,MAHOBA(DISTRICT MAGISTRAE MAHOBA_IDA),AJENDRA SINGH LODHI,HAMIRPUR_UP,ghutai railway station chauraha par stainless steel (fabricated) yatri shed,2024-11-19,2025-06-10,700000.0,Vendor Identification,700000.0,WS/MP18219/2025-2026/143773,416318.0,1.0,1.0,0.0,,0,416318.0,59.474000000000004,203.0,0.0,2.3333333333333335,2.9631636428287207,416318.0,ghutai railway station chauraha par stainless steel fabricated yatri shed,1.0,42,vendor identification,1,0,0,-1,-0.1393200352451034,REVIEW,Sanction amount is significantly above category average; Unusually long recommendation-to-sanction delay; Vendor is associated with a large number of projects
4064,Normal/Others,WS/MP18219/2025-2026/143331-Construction of common work sheds/ common covered sitting area,Uttar Pradesh,MAHOBA(DISTRICT MAGISTRAE MAHOBA_IDA),AJENDRA SINGH LODHI,HAMIRPUR_UP,mahobkanth me kankuaa tigela par stainless steel (febicated) yatri shed,2024-11-19,2025-06-10,700000.0,Vendor Identification,700000.0,WS/MP18219/2025-2026/143331,416318.0,1.0,1.0,0.0,,0,416318.0,59.474000000000004,203.0,0.0,2.3333333333333335,2.9631636428287207,416318.0,mahobkanth me kankuaa tigela par stainless steel febicated yatri shed,1.0,42,vendor identification,1,0,0,-1,-0.1393200352451034,REVIEW,Sanction amount is significantly above category average; Unusually long recommendation-to-sanction delay; Vendor is associated with a large number of projects
4067,Normal/Others,WS/MP18219/2025-2026/143334-Construction of common work sheds/ common covered sitting area,Uttar Pradesh,MAHOBA(DISTRICT MAGISTRAE MAHOBA_IDA),AJENDRA SINGH LODHI,HAMIRPUR_UP,khama me ravatpura tigela road par stainless steel (febricated) yatri shed,2024-11-19,2025-06-10,700000.0,Vendor Identification,700000.0,WS/MP18219/2025-2026/143334,416318.0,1.0,1.0,0.0,,0,416318.0,59.474000000000004,203.0,0.0,2.3333333333333335,2.9631636428287207,416318.0,khama me ravatpura tigela road par stainless steel febricated yatri shed,1.0,42,vendor identification,1,0,0,-1,-0.1393200352451034,REVIEW,Sanction amount is significantly above category average; Unusually long recommendation-to-sanction delay; Vendor is associated with a large number of projects
5082,Normal/Others,WS/MP18209/2025-2026/145439-Construction of community centers and community halls,Uttar Pradesh,MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA),CHANDAN CHAUHAN,BIJNOR,Construction work of Gujjar Dharamshala in village Sukertari,2024-12-17,2026-01-27,900000.0,Work partially Completed,900000.0,WS/MP18209/2025-2026/145439,376584.0,1.0,1.0,0.0,,0,376584.0,41.842666666666666,406.0,0.0,3.0,3.8097818264940693,376584.0,construction work of gujjar dharamshala in village sukertari,1.0,1,work partially completed,1,0,1,-1,-0.1381830356834779,REVIEW,Sanction amount is unusually high for this work category; Sanction amount is unusually high compared with similar works in the state; Unusually long recommendation-to-sanction delay; Project is partially completed
4233,Normal/Others,WS/MP18219/2025-2026/143776-Construction of common work sheds/ common covered sitting area,Uttar Pradesh,MAHOBA(DISTRICT MAGISTRAE MAHOBA_IDA),AJENDRA SINGH LODHI,HAMIRPUR_UP,belatal me railway station ke pass stainless steel (fabricated) yatri shed,2024-11-19,2025-06-10,700000.0,Vendor Identification,700000.0,WS/MP18219/2025-2026/143776,297530.0,1.0,1.0,0.0,,0,297530.0,42.504285714285714,203.0,0.0,2.3333333333333335,2.9631636428287207,297530.0,belatal me railway station ke pass stainless steel fabricated yatri shed,1.0,42,vendor identification,1,0,0,-1,-0.1363254307493078,REVIEW,Sanction amount is significantly above category average; Unusually long recommendation-to-sanction delay; Vendor is associated with a large number of projects
4069,Normal/Others,WS/MP18219/2025-2026/143336-Construction of common work sheds/ common covered sitting area,Uttar Pradesh,MAHOBA(DISTRICT MAGISTRAE MAHOBA_IDA),AJENDRA SINGH LODHI,HAMIRPUR_UP,bela tal me shrinagar tigela road par stainless steel (febricated) yatri shed,2024-11-19,2025-06-10,700000.0,Work Completed,700000.0,WS/MP18219/2025-2026/143336,297530.0,1.0,1.0,0.0,,0,297530.0,42.504285714285714,203.0,0.0,2.3333333333333335,2.9631636428287207,297530.0,bela tal me shrinagar tigela road par stainless steel febricated yatri shed,1.0,42,work completed,1,0,0,-1,-0.1363254307493078,REVIEW,Sanction amount is significantly above category average; Unusually long recommendation-to-sanction delay; Vendor is associated with a large number of projects
4070,Normal/Others,WS/MP18219/2025-2026/143337-Construction of common work sheds/ common covered sitting area,Uttar Pradesh,MAHOBA(DISTRICT MAGISTRAE MAHOBA_IDA),AJENDRA SINGH LODHI,HAMIRPUR_UP,gaun gudha tigela masudpura road par stainless steel (febricated) yatri shed,2024-11-19,2025-06-10,700000.0,Vendor Identification,700000.0,WS/MP18219/2025-2026/143337,297530.0,1.0,1.0,0.0,,0,297530.0,42.504285714285714,203.0,0.0,2.3333333333333335,2.9631636428287207,297530.0,gaun gudha tigela masudpura road par stainless steel febricated yatri shed,1.0,42,vendor identification,1,0,0,-1,-0.1363254307493078,REVIEW,Sanction amount is significantly above category average; Unusually long recommendation-to-sanction delay; Vendor is associated with a large number of projects
4073,Normal/Others,WS/MP18219/2025-2026/143341-Construction of common work sheds/ common covered sitting area,Uttar Pradesh,MAHOBA(DISTRICT MAGISTRAE MAHOBA_IDA),AJENDRA SINGH LODHI,HAMIRPUR_UP,srinagar me belatal tigela par stainless steel (febricated) yatri shed,2024-11-19,2025-06-10,700000.0,Vendor Identification,700000.0,WS/MP18219/2025-2026/143341,297530.0,1.0,1.0,0.0,,0,297530.0,42.504285714285714,203.0,0.0,2.3333333333333335,2.9631636428287207,297530.0,srinagar me belatal tigela par stainless steel febricated yatri shed,1.0,42,vendor identification,1,0,0,-1,-0.1363254307493078,REVIEW,Sanction amount is significantly above category average; Unusually long recommendation-to-sanction delay; Vendor is associated with a large number of projects
4071,Normal/Others,WS/MP18219/2025-2026/143338-Construction of common work sheds/ common covered sitting area,Uttar Pradesh,MAHOBA(DISTRICT MAGISTRAE MAHOBA_IDA),AJENDRA SINGH LODHI,HAMIRPUR_UP,kotra me nahar pul ke pass stainless steel (febricated) yatri shed,2024-11-19,2025-06-10,700000.0,Vendor Identification,700000.0,WS/MP18219/2025-2026/143338,297530.0,1.0,1.0,0.0,,0,297530.0,42.504285714285714,203.0,0.0,2.3333333333333335,2.9631636428287207,297530.0,kotra me nahar pul ke pass stainless steel febricated yatri shed,1.0,42,vendor identification,1,0,0,-1,-0.1363254307493078,REVIEW,Sanction amount is significantly above category average; Unusually long recommendation-to-sanction delay; Vendor is associated with a large number of projects
5644,Normal/Others,WS/MP643/2024-2025/146592-Construction of buildings for community cultural activities,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Gyaneshwar Patil,KHANDWA,near kunbhi samaj go shala singot bhavan nirman,2024-10-10,2025-01-02,1500000.0,Vendor Identification,1500000.0,WS/MP643/2024-2025/146592,447530.0,9.0,8.0,0.0,,0,447530.0,29.835333333333335,84.0,0.0,5.0,7.5,49725.555555555555,near kunbhi samaj go shala singot bhavan nirman,1.0,1,vendor identification,1,0,0,-1,-0.13526762680487459,REVIEW,Sanction amount is unusually high for this work category; Sanction amount is unusually high compared with similar works in the state
789,Normal/Others,WS/MP18159/2024-2025/136714-Installing tube-wells and borewells,Rajasthan,ALWAR(DISTRICT COLLECTOR ALWAR_IDA),BHUPENDER YADAV,ALWAR,Three phase boring with electrical connection work near Sant Parmeshwar Das Maharaj Beda Ashram in village Naraulkhurd. G.P. Narnaulkhurd P.S. Lachhmangarh City Alwar,2024-08-21,2024-12-03,1500000.0,Work partially Completed,1500000.0,WS/MP18159/2024-2025/136714,368194.0,1.0,1.0,0.0,,0,368194.0,24.546266666666668,104.0,0.0,5.0,3.75,368194.0,three phase boring with electrical connection work near sant parmeshwar das maharaj beda ashram in village naraulkhurd gp narnaulkhurd ps lachhmangarh city alwar,1.0,1,work partially completed,1,0,1,-1,-0.13310360824118295,REVIEW,Sanction amount is unusually high for this work category; Sanction amount is unusually high compared with similar works in the state; Project is partially completed
4443,Normal/Others,WS/MP18323/2026-2027/144120-Construction of community centers and community halls,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),"Construction of  Community centre /Hall in Municipal Corporation / Govt owned open space in front of Rudra Hanuman temple at ward No.02, Rudreshwar Nagar ( E), Latur Municipal Corporation",2024-09-27,2026-05-22,1991059.0,Physical Inspection,1991059.0,WS/MP18323/2026-2027/144120,1991059.0,1.0,1.0,0.0,,0,1991059.0,100.0,602.0,0.0,6.636863333333333,1.991059,1991059.0,construction of community centre hall in municipal corporation govt owned open space in front of rudra hanuman temple at ward no02 rudreshwar nagar e latur municipal corporation,1.0,1,physical inspection,1,1,0,-1,-0.1314148905566207,REVIEW,High spending while project remains incomplete; Sanction amount is unusually high for this work category; Unusually long recommendation-to-sanction delay; Physical inspection status with incomplete project
1544,Normal/Others,WS/MP745/2026-2027/138567-Installing tube-wells and borewells,Tamil Nadu,TIRUPPUR(DISTRICT COLLECTOR TIRUPPUR_IDA),K Subbarayan,TIRUPPUR,"Supply of New Borewell at Ward no.11, K.P.S Street,Shastri Street, Tiruppur Corporation.",2024-09-03,2026-06-23,1000000.0,Physical Inspection,1000000.0,WS/MP745/2026-2027/138567,1000000.0,1.0,1.0,0.0,,0,1000000.0,100.0,658.0,0.0,3.3333333333333335,1.1114556623664447,1000000.0,supply of new borewell at ward no11 kps streetshastri street tiruppur corporation,1.0,4,physical inspection,1,1,0,-1,-0.13020635016521875,REVIEW,High spending while project remains incomplete; Sanction amount is unusually high for this work category; Unusually long recommendation-to-sanction delay; Physical inspection status with incomplete project
5037,Normal/Others,WS/MP370/2024-2025/145374-Construction of community centers and community halls,Odisha,Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA),Shri Jual Oram,SUNDARGARH (ST),"Construction of CC Building near Radha Krushna Mandir, Jangla",2024-10-04,2025-02-24,1000000.0,Work partially Completed,1000000.0,WS/MP370/2024-2025/145374,512871.0,1.0,1.0,0.0,,0,512871.0,51.287099999999995,143.0,0.0,3.3333333333333335,2.002002002002002,512871.0,construction of cc building near radha krushna mandir jangla,1.0,2,work partially completed,1,0,1,-1,-0.13009429335712275,REVIEW,Sanction amount is unusually high for this work category; Project is partially completed
4202,Normal/Others,WS/MP18311/2024-2025/143656-Construction of community centers and community halls,Punjab,RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA),MALVINDER SINGH KANG,ANANDPUR SAHIB,Construction of community center at village Nurpur Kalan,2024-10-28,2024-11-21,700000.0,Work partially Completed,700000.0,WS/MP18311/2024-2025/143656,700000.0,13.0,4.0,0.0,,0,700000.0,100.0,24.0,0.0,2.3333333333333335,3.011853796011445,53846.153846153844,construction of community center at village nurpur kalan,1.0,1,work partially completed,1,0,1,-1,-0.12964445579312622,REVIEW,High spending while project remains incomplete; Sanction amount is significantly above category average; Sanction amount is unusually high compared with similar works in the state; Project is partially completed
4301,Normal/Others,"WS/MP18232/2024-2025/143908-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA),HARENDRA SINGH MALIK,MUZAFFARNAGAR,"gram-kheri duda dhari, vikaskhand- baghra, tehsil-sadar me bijlighar se dev kumar ke khet tak avshesh brick soling.",2024-09-27,2025-03-28,69200.0,Work partially Completed,69200.0,WS/MP18232/2024-2025/143908,40204.0,1.0,1.0,0.0,,0,40204.0,58.09826589595376,182.0,0.0,0.23066666666666666,0.2929298915482107,40204.0,gramkheri duda dhari vikaskhand baghra tehsilsadar me bijlighar se dev kumar ke khet tak avshesh brick soling,1.0,8,work partially completed,1,0,1,-1,-0.12835930623148484,REVIEW,Unusually long recommendation-to-sanction delay; Project is partially completed
4815,Normal/Others,WS/MP334/2024-2025/144880-Lighting of public spaces,Jharkhand,GIRIDIH(Deputy Commissioner Giridh_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of mask light in isri dakshini panchayat: 1)Near bus tand hanuman mandir 2)Near argaghat road,2024-10-02,2025-02-10,300000.0,Vendor Identification,300000.0,WS/MP334/2024-2025/144880,149710.0,1.0,1.0,0.0,,0,149710.0,49.903333333333336,131.0,0.0,1.0,2.272727272727273,149710.0,installation of mask light in isri dakshini panchayat 1near bus tand hanuman mandir 2near argaghat road,1.0,39,vendor identification,1,0,0,-1,-0.12830397502002,REVIEW,Vendor is associated with a large number of projects
2516,Normal/Others,WS/MP740/2026-2027/140339-Construction of water tanks,Tamil Nadu,COIMBATORE(DISTRICT COLLECTOR COIMBATORE_IDA),Andimuthu Raja,NILGIRIS(SC),Construction of 30000 Litres capacity OHT 12M Stage at Alagepalayam AD Colony at Kuppanur Panchayat,2024-09-11,2026-07-15,1399943.0,Physical Inspection,1399943.0,WS/MP740/2026-2027/140339,1399943.0,1.0,1.0,0.0,,0,1399943.0,100.0,672.0,0.0,4.666476666666667,1.5559745743402678,1399943.0,construction of 30000 litres capacity oht 12m stage at alagepalayam ad colony at kuppanur panchayat,1.0,1,physical inspection,1,1,0,-1,-0.12679932124651982,REVIEW,High spending while project remains incomplete; Sanction amount is unusually high for this work category; Unusually long recommendation-to-sanction delay; Physical inspection status with incomplete project
6084,Normal/Others,WS/MP661/2026-2027/147464-Lighting of public spaces,Maharashtra,PUNE(DISTRICT COLLECTOR PUNE_IDA),Amol Ramsing Kolhe,SHIRUR,"installation of High Mast Lighting at 4 different public places at nirgoodsar, Tq. Ambegaon, Dist. Pune",2024-10-15,2026-05-18,1000000.0,Physical Inspection,1000000.0,WS/MP661/2026-2027/147464,482614.0,1.0,1.0,0.0,,0,482614.0,48.2614,580.0,0.0,3.3333333333333335,1.0,482614.0,installation of high mast lighting at 4 different public places at nirgoodsar tq ambegaon dist pune,1.0,3,physical inspection,1,1,0,-1,-0.12616324485989372,REVIEW,Sanction amount is unusually high for this work category; Unusually long recommendation-to-sanction delay; Physical inspection status with incomplete project
2946,Normal/Others,"WS/MP18161/2024-2025/141088-Construction of roads, link roads, pathways or any other road with or without drainage system",Rajasthan,BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA),SANJNA JATAV,BHARATPUR(SC),cc/interlocking with nali nirman karya mukhya sadak se balli ke ghar ghar ki tARAF GRAM moroli work agency gp jaspura moroli,2024-09-15,2024-12-17,500000.0,Work partially Completed,500000.0,WS/MP18161/2024-2025/141088,124036.0,14.0,14.0,0.0,,0,124036.0,24.807199999999998,93.0,0.0,1.6666666666666667,1.25,8859.714285714286,ccinterlocking with nali nirman karya mukhya sadak se balli ke ghar ghar ki taraf gram moroli work agency gp jaspura moroli,1.0,2,work partially completed,1,0,1,-1,-0.12527972375911955,REVIEW,Project is partially completed
6130,Normal/Others,WS/MP18258/2026-2027/147528-Street lights,Maharashtra,CHANDRAPUR(DISTRICT COLLECTOR CHANDRAPUR_IDA),DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,CHANDRAPUR,"Installation of high mast light near the house of Mr. Sachin Nimbalkar in Balaji Ward, Chandrapur. and Installation of high mast light at Jail Road, near Sacate Temple, Chandrapur.",2024-10-15,2026-09-09,1000000.0,Physical Inspection,1000000.0,WS/MP18258/2026-2027/147528,847241.0,1.0,1.0,0.0,,0,847241.0,84.7241,694.0,0.0,3.3333333333333335,1.0,847241.0,installation of high mast light near the house of mr sachin nimbalkar in balaji ward chandrapur and installation of high mast light at jail road near sacate temple chandrapur,1.0,1,physical inspection,1,1,0,-1,-0.1251062442766373,REVIEW,High spending while project remains incomplete; Sanction amount is unusually high for this work category; Unusually long recommendation-to-sanction delay; Physical inspection status with incomplete project
